goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,1,0.14195877313613892,90,DR,Sunderland,Burnley,3,0,2026-02-02,29011,2025,768151,0.05798662081360817,0,1,0,0.14195877313613892,0.5387569665908813,0.3388115465641022
0,1,0.2514777183532715,49,MR,West Ham,Sunderland,3,1,2026-01-24,29007,2025,765367,0,0,0,0,0.2514777183532715,0.2514777183532715,0
0,4,0.509264349937439,90,AMR,Sunderland,Crystal Palace,2,1,2026-01-17,28995,2025,764195,0,0,0,0,0.509264349937439,0.7158923149108887,0.4000132083892822
0,0,0,90,DL,Brentford,Sunderland,3,0,2026-01-07,28981,2025,762247,0.0715620368719101,0,1,0,0,0.1403028666973114,0.0687408372759819
0,2,0.06702417135238647,90,MR,Tottenham,Sunderland,1,1,2026-01-04,28969,2025,761582,0.11610797047615051,0,2,0,0.06702417135238647,0.14815635979175568,0.008340106345713139
0,2,0.2853931188583374,90,DR,Sunderland,Manchester City,0,0,2026-01-01,28966,2025,760764,0,0,0,0,0.2853931188583374,0.4474763572216034,0.16208325326442719
0,0,0,90,DR,Sunderland,Leeds,1,1,2025-12-28,28956,2025,760316,0,0,0,0,0,0.009687173180282116,0.009687173180282116
0,1,0.015937604010105133,90,DL,Brighton,Sunderland,0,0,2025-12-20,28940,2025,759077,0.11595531553030014,0,1,0,0.015937604010105133,0.1746801733970642,0.1746801733970642
0,0,0,16,Sub,Sunderland,Newcastle United,1,0,2025-12-14,28936,2025,758153,0.07921627163887024,0,1,0,0,0.07921627163887024,0
0,0,0,90,DL,Manchester City,Sunderland,3,0,2025-12-06,28924,2025,755987,0,0,0,0,0,0,0
0,1,0.01662406511604786,90,MR,Liverpool,Sunderland,1,1,2025-12-03,28914,2025,755286,0,0,0,0,0.01662406511604786,0.028887635096907616,0.012263569980859756
0,0,0,19,Sub,Sunderland,Bournemouth,3,2,2025-11-29,28905,2025,753702,0,0,0,0,0,0.06225531920790672,0.06225531920790672
0,0,0,90,DR,Fulham,Sunderland,1,0,2025-11-22,28892,2025,752036,0.04581742733716965,0,1,0,0,0.17710091173648834,0.1312834918498993
0,0,0,90,DR,Sunderland,Arsenal,2,2,2025-11-08,28885,2025,750381,0,0,0,0,0,0.09464927017688751,0.09464927017688751
0,1,0.061519380658864975,90,DMR,Sunderland,Everton,1,1,2025-11-03,28875,2025,749591,0.0807209312915802,0,2,0,0.061519380658864975,0.17824378609657288,0.1167244017124176
0,0,0,90,DR,Chelsea,Sunderland,1,2,2025-10-25,28862,2025,745913,0,0,0,0,0,0,0
0,2,0.3555225133895874,90,DL,Sunderland,Wolverhampton Wanderers,2,0,2025-10-18,28855,2025,744254,0.4350658655166626,1,1,0,0.3555225133895874,0.8545057773590088,0.0639173835515976
0,1,0.019985053688287735,85,DR,Manchester United,Sunderland,2,0,2025-10-04,28845,2025,742445,0,0,0,0,0.019985053688287735,0,0
0,1,0.021325044333934784,90,DR,Nottingham Forest,Sunderland,0,1,2025-09-27,28834,2025,740888,0,0,0,0,0.021325044333934784,0.5843299627304077,0.5630049109458923
0,0,0,90,DR,Sunderland,Aston Villa,1,1,2025-09-21,28826,2025,739247,0.02466207556426525,0,1,0,0,0.06845347583293915,0.06845347583293915
0,0,0,90,DR,Crystal Palace,Sunderland,0,0,2025-09-13,28811,2025,736949,0.06517639011144638,0,2,0,0,0.19386059045791626,0.12868419289588928
0,1,0.02939181961119175,90,DR,Sunderland,Brentford,2,1,2025-08-30,28801,2025,735069,0,0,0,0,0.02939181961119175,0.12089818716049194,0.09150636196136475
0,1,0.025854649022221565,90,DR,Burnley,Sunderland,2,0,2025-08-23,28791,2025,733276,0.06801629066467285,0,1,0,0.025854649022221565,0.09387093782424927,0
0,0,0,90,DR,Sunderland,West Ham,3,0,2025-08-16,28781,2025,731785,0.016691947355866432,0,1,0,0,0.3412873148918152,0.3412873148918152
